sms,label,llm1,llm2,llm3,llm4,llm5,llms_prediction,score
"If we hit it off, you can move in with me :)",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I wanna watch that movie,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Ok lor thanx... ÌÏ in school?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I'm in class. Did you get my text.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
God bless.get good sleep my dear...i will pray!,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,spam,spam,spam,spam,spam,spam,spam,1.0
Do have a nice day today. I love you so dearly.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Well i will watch shrek in 3D!!B),not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Am i that much dirty fellow?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
If you're thinking of lifting me one then no.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Sent me ur email id soon,not spam,not spam,spam,spam,spam,not spam,spam,0.6
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam,spam,spam,spam,spam,spam,spam,1.0
I have a rather prominent bite mark on my right cheek,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Are you wet right now?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,spam,spam,spam,spam,spam,spam,1.0
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Super da:)good replacement for murali,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam,spam,spam,spam,spam,spam,spam,1.0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",spam,spam,spam,spam,spam,spam,spam,1.0
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Sir, i am waiting for your call.",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Aiyah then i wait lor. Then u entertain me. Hee...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
You call him now ok i said call him,not spam,not spam,not spam,spam,spam,not spam,not spam,0.4
Or Ì_ go buy wif him then i meet Ì_ later can?,not spam,not spam,not spam,not spam,spam,not spam,not spam,0.2
"Aight, I'll text you when I'm back",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Oh ok i didnt know what you meant. Yep i am baby jontin,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,spam,spam,spam,spam,spam,spam,spam,1.0
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,spam,spam,spam,spam,spam,spam,1.0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,spam,spam,spam,spam,spam,spam,1.0
I AM AT A PARTY WITH ALEX NICHOLS,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam,spam,spam,spam,spam,spam,spam,1.0
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,spam,spam,spam,spam,spam,spam,spam,1.0
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam,spam,spam,spam,spam,spam,spam,1.0
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam,spam,spam,spam,spam,spam,spam,1.0
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",spam,spam,spam,spam,spam,spam,spam,1.0
My sister got placed in birla soft da:-),not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,spam,spam,spam,spam,spam,spam,1.0
Wah... Okie okie... Muz make use of e unlimited... Haha... ,not spam,not spam,spam,not spam,spam,not spam,not spam,0.4
And stop being an old man. You get to build snowman snow angels and snowball fights.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Then u going ikea str aft dat?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam,spam,spam,spam,spam,spam,spam,1.0
Fffff. Can you text kadeem or are you too far gone,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Is fujitsu s series lifebook good?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Ok,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,spam,spam,spam,spam,spam,spam,1.0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,spam,spam,spam,spam,spam,spam,spam,1.0
Carry on not disturbing both of you,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Hope you are having a great day.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Did either of you have any idea's? Do you know of anyplaces doing something?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,spam,spam,spam,spam,spam,spam,spam,1.0
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,spam,spam,spam,spam,spam,spam,1.0
Can Ì_ call me at 10:10 to make sure dat i've woken up...,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
Hey we can go jazz power yoga hip hop kb and yogasana ,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I cant pick the phone right now. Pls send a message,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Haha... Really oh no... How? Then will they deduct your lesson tmr?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",not spam,Not spam,not spam,not spam,not spam,not spam,not spam,0.0
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam,spam,spam,spam,spam,spam,spam,1.0
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam,spam,spam,spam,spam,spam,spam,1.0
Yes :)it completely in out of form:)clark also utter waste.,not spam,not spam,spam,spam,spam,not spam,spam,0.6
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,spam,spam,spam,spam,spam,spam,spam,1.0
Nvm it's ok...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Enjoy ur life. . Good night,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,spam,spam,spam,spam,spam,spam,1.0
Shhhhh nobody is supposed to know!,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",not spam,not spam,not spam,spam,spam,not spam,not spam,0.4
Hey i will be late... i'm at amk. Need to drink tea or coffee,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,spam,spam,spam,spam,spam,spam,spam,1.0
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
S..antha num corrct dane,not spam,not spam,spam,spam,not spam,not spam,not spam,0.4
The basket's gettin full so I might be by tonight,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,spam,spam,spam,spam,spam,spam,1.0
Shall i come to get pickle,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
LMAO where's your fish memory when I need it?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Idea will soon get converted to live:),not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,spam,spam,spam,spam,spam,spam,spam,1.0
S....s...india going to draw the series after many years in south african soil..,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,spam,spam,spam,spam,spam,spam,spam,1.0
Ambrith..madurai..met u in arun dha marrge..remembr?,not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
"Better than bb. If he wont use it, his wife will or them doctor",not spam,spam,spam,spam,spam,not spam,spam,0.8
Ya it came a while ago,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Anything lor but toa payoh got place 2 walk meh...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,spam,spam,spam,spam,spam,spam,1.0
"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,not spam,not spam,spam,spam,spam,not spam,spam,0.6
Kallis is ready for bat in 2nd innings,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"I noe la... U wana pei bf oso rite... K lor, other days den...",not spam,spam,spam,spam,spam,not spam,spam,0.8
Is avatar supposed to have subtoitles,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
You can jot down things you want to remember later.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Hey are we going for the lo lesson or gym? ,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
You always make things bigger than they are,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
ÌÏ dun wan to watch infernal affair?,not spam,spam,not spam,spam,not spam,not spam,not spam,0.4
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,spam,spam,spam,spam,spam,spam,1.0
Hi where you. You in home or calicut?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,spam,spam,spam,spam,spam,spam,1.0
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
"Nothing, i got msg frm tht unknown no..",not spam,not spam,not spam,spam,spam,not spam,not spam,0.4
Ugh fuck it I'm resubbing to eve,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
